GID	GENENAME
72830	ostta02g03350
72831	ostta02g03355
72832	ostta02g03360
72833	ostta02g03370
72834	ostta02g03380
72835	ostta02g03390
72836	ostta02g03400
72837	ostta02g03410
72838	ostta02g03420
72839	ostta02g03430
72840	ostta02g03440
72841	ostta02g03450
72842	ostta02g03460
72843	ostta02g03465
72844	ostta02g03470
72845	ostta02g03480
72846	ostta02g03490
72847	ostta02g03500
72848	ostta02g03510
72849	ostta02g03520
72850	ostta02g03530
72851	ostta02g03540
72852	ostta02g03550
72853	ostta02g03560
72854	ostta02g03570
72855	ostta02g03580
72856	ostta02g03590
72857	ostta02g03600
72858	ostta02g03610
72859	ostta02g03620
72860	ostta02g03630
72861	ostta02g03640
72862	ostta02g03650
72863	ostta02g03660
72864	ostta02g03670
72865	ostta02g03680
72866	ostta02g03690
72867	ostta02g03700
72868	ostta02g03710
72869	ostta02g03720
72870	ostta02g03730
72871	ostta02g03740
72872	ostta02g03750
72873	ostta02g03760
72874	ostta02g03770
72875	ostta02g03780
72876	ostta02g03790
72877	ostta02g03800
72878	ostta02g03810
72879	ostta02g03820
72880	ostta02g03830
72881	ostta02g03840
72882	ostta02g03850
72883	ostta02g03860
72884	ostta02g03870
72885	ostta02g03880
72886	ostta02g03890
72887	ostta02g03900
72888	ostta02g03910
72889	ostta02g03920
72890	ostta02g03930
72891	ostta02g03940
72892	ostta02g03950
72893	ostta02g03955
72894	ostta02g03957
72895	ostta02g03960
72896	ostta02g03970
72897	ostta02g03980
72898	ostta02g03990
72899	ostta02g04000
72900	ostta02g04010
72901	ostta02g04020
72902	ostta02g04030
72903	ostta02g04040
72904	ostta02g04050
72905	ostta02g04060
72906	ostta02g04070
72907	ostta02g04080
72908	ostta02g04090
72909	ostta02g04100
72910	ostta02g04110
72911	ostta02g04115
72912	ostta02g04120
72913	ostta02g04130
72914	ostta02g04140
72915	ostta02g04150
72916	ostta02g04160
72917	ostta02g04170
72918	ostta02g04180
72919	ostta02g04190
72920	ostta02g04200
72921	ostta02g04210
72922	ostta02g04220
72923	ostta02g04230
72924	ostta02g04240
72925	ostta02g04250
72926	ostta02g04260
72927	ostta02g04270
72928	ostta02g04280
72929	ostta02g04290
72930	ostta02g04300
72931	ostta02g04310
72932	ostta02g04320
72933	ostta02g04325
72934	ostta02g04330
72935	ostta02g04340
72936	ostta02g04350
72937	ostta02g04360
72938	ostta02g04390
72939	ostta02g04400
72940	ostta02g04410
72941	ostta02g04420
72942	ostta02g04430
72943	ostta02g04440
72944	ostta02g04450
72945	ostta02g04460
72946	ostta02g04470
72947	ostta02g04480
72948	ostta02g04490
72949	ostta02g04500
72950	ostta02g04510
72951	ostta02g04520
72952	ostta02g04530
72953	ostta02g04540
72954	ostta02g04550
72955	ostta02g04560
72956	ostta02g04570
72957	ostta02g04580
72958	ostta02g04590
72959	ostta02g04600
72960	ostta02g04610
72961	ostta02g04630
72962	ostta02g04620
72963	ostta02g04640
72964	ostta02g04650
72965	ostta02g04660
72966	ostta02g04670
72967	ostta02g04680
72968	ostta02g04700
72969	ostta02g04710
72970	ostta02g04720
72971	ostta02g04730
72972	ostta02g04740
72973	ostta02g04750
72974	ostta02g04760
72975	ostta02g04770
72976	ostta02g04780
72977	ostta02g04790
72978	ostta02g04800
72979	ostta02g04810
72980	ostta02g04815
72981	ostta02g04817
72982	ostta02g04820
72983	ostta02g04830
72984	ostta02g04840
72985	ostta02g04850
72986	ostta02g04860
72987	ostta02g04870
72988	ostta02g04880
72989	ostta02g04890
72990	ostta02g04900
72991	ostta02g04905
72992	ostta02g04910
72993	ostta02g04920
72994	ostta02g04930
72995	ostta02g04940
72996	ostta02g04950
72997	ostta02g04960
72998	ostta02g04970
72999	ostta02g04980
73000	ostta02g04990
73001	ostta02g05000
73002	ostta02g05010
73003	ostta02g05020
73004	ostta02g05030
73005	ostta02g05040
73006	ostta02g05050
73007	ostta02g05060
73008	ostta02g05070
73009	ostta02g05080
73010	ostta02g05090
73011	ostta02g05100
73012	ostta02g05105
73013	ostta02g05110
73014	ostta02g05115
73015	ostta02g05120
73016	ostta02g05130
73017	ostta02g05140
73018	ostta02g05150
73019	ostta02g05160
73020	ostta02g05170
73021	ostta02g05180
73022	ostta02g05190
73023	ostta02g05200
73024	ostta02g05210
73025	ostta02g05220
73026	ostta02g05225
73027	ostta02g05230
73028	ostta02g05240
73029	ostta02g05250
73030	ostta02g05260
73031	ostta02g05270
73032	ostta02g05280
73033	ostta02g05290
73034	ostta02g05300
73035	ostta02g05310
73036	ostta02g05320
73037	ostta02g05330
73038	ostta02g05340
73039	ostta02g05350
73040	ostta02g05360
73041	ostta02g05370
73042	ostta02g05380
73043	ostta02g05390
73044	ostta02g05400
73045	ostta02g05410
73046	ostta02g05420
73047	ostta02g05430
73048	ostta02g05440
73049	ostta02g05450
73050	ostta02g05460
73051	ostta02g05470
73052	ostta02g05480
73053	ostta02g05490
73054	ostta02g05500
73055	ostta02g05510
73056	ostta02g05520
73057	ostta02g05530
73058	ostta02g05540
73059	ostta02g05550
73060	ostta20g00010
73061	ostta20g00020
73062	ostta20g00030
73063	ostta20g00035
73064	ostta20g00050
73065	ostta20g00060
73066	ostta20g00070
73067	ostta20g00080
73068	ostta20g00090
73069	ostta20g00100
73070	ostta20g00110
73071	ostta20g00120
73072	ostta20g00130
73073	ostta20g00140
73074	ostta20g00150
73075	ostta20g00160
73076	ostta20g00170
73077	ostta20g00180
73078	ostta20g00190
73079	ostta20g00200
73080	ostta20g00210
73081	ostta20g00220
73082	ostta20g00230
73083	ostta20g00240
73084	ostta20g00250
73085	ostta20g00260
73086	ostta20g00270
73087	ostta20g00280
73088	ostta20g00290
73089	ostta20g00300
73090	ostta20g00310
73091	ostta20g00320
73092	ostta20g00055
73093	ostta20g00330
73094	ostta20g00340
73095	ostta20g00350
73096	ostta20g00360
73097	ostta20g00370
73098	ostta20g00380
73099	ostta20g00390
73100	ostta20g00400
73101	ostta20g00410
73102	ostta20g00420
73103	ostta20g00430
73104	ostta20g00440
73105	ostta20g00450
73106	ostta20g00460
73107	ostta20g00470
73108	ostta20g00480
73109	ostta20g00490
73110	ostta20g00500
73111	ostta20g00510
73112	ostta20g00520
73113	ostta20g00530
73114	ostta20g00540
73115	ostta20g00550
73116	ostta20g00560
73117	ostta20g00570
73118	ostta20g00580
73119	ostta20g00590
73120	ostta20g00600
73121	ostta20g00610
73122	ostta20g00620
73123	ostta20g00630
73124	ostta20g00640
73125	ostta20g00650
73126	ostta20g00660
73127	ostta20g00670
73128	ostta20g00680
73129	ostta20g00690
73130	ostta20g00695
73131	ostta20g00700
73132	ostta20g00710
73133	ostta20g00720
73134	ostta20g00730
73135	ostta20g00740
73136	ostta20g00750
73137	ostta20g00760
73138	ostta20g00770
73139	ostta20g00780
73140	ostta20g00790
73141	ostta20g00800
73142	ostta20g00810
73143	ostta20g00820
73144	ostta20g00830
73145	ostta20g00840
73146	ostta20g00850
73147	ostta20g00860
73148	ostta20g00870
73149	ostta20g00880
73150	ostta20g00890
73151	ostta20g00895
73152	ostta20g00900
73153	ostta20g00910
73154	ostta20g00920
73155	ostta20g00930
73156	ostta20g00940
73157	ostta20g00950
73158	ostta20g00960
73159	ostta20g00970
73160	ostta03g00010
73161	ostta03g00020
73162	ostta03g00030
73163	ostta03g00040
73164	ostta03g00050
73165	ostta03g00060
73166	ostta03g00070
73167	ostta03g00080
73168	ostta03g00090
73169	ostta03g00100
73170	ostta03g00110
73171	ostta03g00120
73172	ostta03g00130
73173	ostta03g00140
73174	ostta03g00150
73175	ostta03g00160
73176	ostta03g00170
73177	ostta03g00180
73178	ostta03g00190
73179	ostta03g00200
73180	ostta03g00210
73181	ostta03g00220
73182	ostta03g00230
73183	ostta03g00240
73184	ostta03g00250
73185	ostta03g00260
73186	ostta03g00270
73187	ostta03g00280
73188	ostta03g00290
73189	ostta03g00300
73190	ostta03g00310
73191	ostta03g00320
73192	ostta03g00330
73193	ostta03g00340
73194	ostta03g00350
73195	ostta03g00360
73196	ostta03g00370
73197	ostta03g00380
73198	ostta03g00390
73199	ostta03g00400
73200	ostta03g00410
73201	ostta03g00420
73202	ostta03g00430
73203	ostta03g00440
73204	ostta03g00450
73205	ostta03g00460
73206	ostta03g00470
73207	ostta03g00480
73208	ostta03g00490
73209	ostta03g00500
73210	ostta03g00510
73211	ostta03g00520
73212	ostta03g00530
73213	ostta03g00540
73214	ostta03g00550
73215	ostta03g00560
73216	ostta03g00570
73217	ostta03g00580
73218	ostta03g00590
73219	ostta03g00600
73220	ostta03g00610
73221	ostta03g00620
73222	ostta03g00630
73223	ostta03g00640
73224	ostta03g00650
73225	ostta03g00655
73226	ostta03g00660
73227	ostta03g00670
73228	ostta03g00680
73229	ostta03g00690
73230	ostta03g00700
73231	ostta03g00710
73232	ostta03g00720
73233	ostta03g00730
73234	ostta03g00740
73235	ostta03g00750
73236	ostta03g00760
73237	ostta03g00770
73238	ostta03g00780
73239	ostta03g00790
73240	ostta03g00800
73241	ostta03g00810
73242	ostta03g00820
73243	ostta03g00830
73244	ostta03g00840
73245	ostta03g00850
73246	ostta03g00860
73247	ostta03g00870
73248	ostta03g00880
73249	ostta03g00887
73250	ostta03g00890
73251	ostta03g00900
73252	ostta03g00910
73253	ostta03g00920
73254	ostta03g00930
73255	ostta03g00940
73256	ostta03g00950
73257	ostta03g00960
73258	ostta03g00970
73259	ostta03g00980
73260	ostta03g00990
73261	ostta03g01000
73262	ostta03g01010
73263	ostta03g01020
73264	ostta03g01030
73265	ostta03g01040
73266	ostta03g01050
73267	ostta03g01060
73268	ostta03g01070
73269	ostta03g01080
73270	ostta03g01090
73271	ostta03g01100
73272	ostta03g01110
73273	ostta03g01120
73274	ostta03g01130
73275	ostta03g01140
73276	ostta03g01150
73277	ostta03g01160
73278	ostta03g01170
73279	ostta03g01180
73280	ostta03g01190
73281	ostta03g01200
73282	ostta03g01210
73283	ostta03g01220
73284	ostta03g01240
73285	ostta03g01250
73286	ostta03g01260
73287	ostta03g01270
73288	ostta03g01280
73289	ostta03g01290
73290	ostta03g01300
73291	ostta03g01310
73292	ostta03g01320
73293	ostta03g01330
73294	ostta03g01340
73295	ostta03g01350
73296	ostta03g01360
73297	ostta03g01370
73298	ostta03g01380
73299	ostta03g01390
73300	ostta03g01400
73301	ostta03g01410
73302	ostta03g01420
73303	ostta03g01430
73304	ostta03g01440
73305	ostta03g01450
73306	ostta03g01460
73307	ostta03g01470
73308	ostta03g01490
73309	ostta03g01500
73310	ostta03g01510
73311	ostta03g01520
73312	ostta03g01525
73313	ostta03g01530
73314	ostta03g01540
73315	ostta03g01550
73316	ostta03g01560
73317	ostta03g01570
73318	ostta03g01580
73319	ostta03g01590
73320	ostta03g01600
73321	ostta03g01610
73322	ostta03g01620
73323	ostta03g01630
73324	ostta03g01635
73325	ostta03g01640
73326	ostta03g01650
73327	ostta03g01660
73328	ostta03g01670
73329	ostta03g01680
73330	ostta03g01690
73331	ostta03g01700
73332	ostta03g01710
73333	ostta03g01720
73334	ostta03g01730
73335	ostta03g01740
73336	ostta03g01750
73337	ostta03g01760
73338	ostta03g01770
73339	ostta03g01780
73340	ostta03g01790
73341	ostta03g01800
73342	ostta03g01810
73343	ostta03g01820
73344	ostta03g01830
73345	ostta03g01840
73346	ostta03g01850
73347	ostta03g01860
73348	ostta03g01870
73349	ostta03g01880
73350	ostta03g01890
73351	ostta03g01900
73352	ostta03g01910
73353	ostta03g01920
73354	ostta03g01930
73355	ostta03g01940
73356	ostta03g01950
73357	ostta03g01960
73358	ostta03g01970
73359	ostta03g01980
73360	ostta03g01990
73361	ostta03g02000
73362	ostta03g02010
73363	ostta03g02020
73364	ostta03g02030
73365	ostta03g02040
73366	ostta03g02050
73367	ostta03g02060
73368	ostta03g02070
73369	ostta03g02080
73370	ostta03g02090
73371	ostta03g02100
73372	ostta03g02110
73373	ostta03g02120
73374	ostta03g02130
73375	ostta03g02140
73376	ostta03g02150
73377	ostta03g02160
73378	ostta03g02170
73379	ostta03g02180
73380	ostta03g02190
73381	ostta03g02200
73382	ostta03g02210
73383	ostta03g02220
73384	ostta03g02230
73385	ostta03g02240
73386	ostta03g02250
73387	ostta03g02260
73388	ostta03g02270
73389	ostta03g02275
73390	ostta03g02280
73391	ostta03g02290
73392	ostta03g02300
73393	ostta03g02310
73394	ostta03g02320
73395	ostta03g02330
73396	ostta03g02340
73397	ostta03g02350
73398	ostta03g02360
73399	ostta03g02370
73400	ostta03g02380
73401	ostta03g02390
73402	ostta03g02400
73403	ostta03g02410
73404	ostta03g02420
73405	ostta03g02430
73406	ostta03g02440
73407	ostta03g02450
73408	ostta03g02460
73409	ostta03g02470
73410	ostta03g02480
73411	ostta03g02490
73412	ostta03g02500
73413	ostta03g02510
73414	ostta03g02520
73415	ostta03g02530
73416	ostta03g02540
73417	ostta03g02550
73418	ostta03g02560
73419	ostta03g02570
73420	ostta03g02580
73421	ostta03g02590
73422	ostta03g02600
73423	ostta03g02610
73424	ostta03g02620
73425	ostta03g02630
73426	ostta03g02640
73427	ostta03g02650
73428	ostta03g02660
73429	ostta03g02670
73430	ostta03g02680
73431	ostta03g02690
73432	ostta03g02700
73433	ostta03g02710
73434	ostta03g02720
73435	ostta03g02730
73436	ostta03g02740
73437	ostta03g02750
73438	ostta03g02760
73439	ostta03g02770
73440	ostta03g02780
73441	ostta03g02790
73442	ostta03g02800
73443	ostta03g02810
73444	ostta03g02820
73445	ostta03g02825
73446	ostta03g02830
73447	ostta03g02840
73448	ostta03g02850
73449	ostta03g02860
73450	ostta03g02870
73451	ostta03g02880
73452	ostta03g02890
73453	ostta03g02910
73454	ostta03g02920
73455	ostta03g02925
73456	ostta03g02930
73457	ostta03g02940
73458	ostta03g02950
73459	ostta03g02960
73460	ostta03g02970
73461	ostta03g02980
73462	ostta03g03000
73463	ostta03g03010
73464	ostta03g03015
73465	ostta03g03020
73466	ostta03g03030
73467	ostta03g03040
73468	ostta03g03050
73469	ostta03g03060
73470	ostta03g03070
73471	ostta03g03080
73472	ostta03g03090
73473	ostta03g03100
73474	ostta03g03110
73475	ostta03g03120
73476	ostta03g03130
73477	ostta03g03140
73478	ostta03g03150
73479	ostta03g03160
73480	ostta03g03170
73481	ostta03g03180
73482	ostta03g03190
73483	ostta03g03200
73484	ostta03g03210
73485	ostta03g03220
73486	ostta03g03230
73487	ostta03g03240
73488	ostta03g03250
73489	ostta03g03260
73490	ostta03g03270
73491	ostta03g03280
73492	ostta03g03290
73493	ostta03g03300
73494	ostta03g03310
73495	ostta03g03320
73496	ostta03g03330
73497	ostta03g03340
73498	ostta03g03350
73499	ostta03g03360
73500	ostta03g03370
73501	ostta03g03380
73502	ostta03g03390
73503	ostta03g03400
73504	ostta03g03410
73505	ostta03g03420
73506	ostta03g03430
73507	ostta03g03440
73508	ostta03g03450
73509	ostta03g03460
73510	ostta03g03470
73511	ostta03g03480
73512	ostta03g03490
73513	ostta03g03500
73514	ostta03g03510
73515	ostta03g03520
73516	ostta03g03530
73517	ostta03g03540
73518	ostta03g03550
73519	ostta03g03560
73520	ostta03g03570
73521	ostta03g03580
73522	ostta03g03590
73523	ostta03g03600
73524	ostta03g03610
73525	ostta03g03620
73526	ostta03g03640
73527	ostta03g03650
73528	ostta03g03660
73529	ostta03g03670
73530	ostta03g03680
73531	ostta03g03690
73532	ostta03g03700
73533	ostta03g03710
73534	ostta03g03720
73535	ostta03g03730
73536	ostta03g03740
73537	ostta03g03750
73538	ostta03g03760
73539	ostta03g03770
73540	ostta03g03780
73541	ostta03g03790
73542	ostta03g03800
73543	ostta03g03810
73544	ostta03g03820
73545	ostta03g03825
73546	ostta03g03830
73547	ostta03g03840
73548	ostta03g03850
73549	ostta03g03860
73550	ostta03g03870
73551	ostta03g03880
73552	ostta03g03890
73553	ostta03g03900
73554	ostta03g03910
73555	ostta03g03920
73556	ostta03g03930
73557	ostta03g03940
73558	ostta03g03950
73559	ostta03g03960
73560	ostta03g03970
73561	ostta03g03980
73562	ostta03g03990
73563	ostta03g04000
73564	ostta03g04010
73565	ostta03g04020
73566	ostta03g04025
73567	ostta03g04030
73568	ostta03g04040
73569	ostta03g04050
73570	ostta03g04060
73571	ostta03g04070
73572	ostta03g04080
73573	ostta03g04090
73574	ostta03g04100
73575	ostta03g04110
73576	ostta03g04120
73577	ostta03g04130
73578	ostta03g04140
73579	ostta03g04150
73580	ostta03g04160
73581	ostta03g04170
73582	ostta03g04180
73583	ostta03g04190
73584	ostta03g04200
73585	ostta03g04210
73586	ostta03g04220
73587	ostta03g04230
73588	ostta03g04240
73589	ostta03g04250
73590	ostta03g04260
73591	ostta03g04270
73592	ostta03g04280
73593	ostta03g04290
73594	ostta03g04300
73595	ostta03g04310
73596	ostta03g04320
73597	ostta03g04330
73598	ostta03g04335
73599	ostta03g04340
73600	ostta03g04345
73601	ostta03g04350
73602	ostta03g04360
73603	ostta03g04370
73604	ostta03g04380
73605	ostta03g04390
73606	ostta03g04400
73607	ostta03g04410
73608	ostta03g04420
73609	ostta03g04430
73610	ostta03g04440
73611	ostta03g04450
73612	ostta03g04460
73613	ostta03g04470
73614	ostta03g04500
73615	ostta03g04510
73616	ostta03g04520
73617	ostta03g04530
73618	ostta03g04540
73619	ostta03g04550
73620	ostta03g04560
73621	ostta03g04570
73622	ostta03g04580
73623	ostta03g04590
73624	ostta03g04610
73625	ostta03g04620
73626	ostta03g04630
73627	ostta03g04635
73628	ostta03g04640
73629	ostta03g04650
73630	ostta03g04660
73631	ostta03g04670
73632	ostta03g04680
73633	ostta03g04690
73634	ostta03g04700
73635	ostta03g04710
73636	ostta03g04720
73637	ostta03g04730
73638	ostta03g04740
73639	ostta03g04750
73640	ostta03g04760
73641	ostta03g04770
73642	ostta03g04780
73643	ostta03g04790
73644	ostta03g04800
73645	ostta03g04810
73646	ostta03g04820
73647	ostta03g04830
73648	ostta03g04840
73649	ostta03g04850
73650	ostta03g04860
73651	ostta03g04870
73652	ostta03g04880
73653	ostta03g04890
73654	ostta03g04900
73655	ostta03g04920
73656	ostta03g04930
73657	ostta03g04940
73658	ostta03g04950
73659	ostta03g04960
73660	ostta03g04970
73661	ostta03g04980
73662	ostta03g05000
73663	ostta03g05010
73664	ostta03g05020
73665	ostta03g05030
73666	ostta03g05040
73667	ostta03g05050
73668	ostta03g05060
73669	ostta03g05070
73670	ostta03g05080
73671	ostta03g05090
73672	ostta03g05100
73673	ostta03g05110
73674	ostta03g05120
73675	ostta03g05130
73676	ostta03g05140
73677	ostta03g05145
73678	ostta03g05150
73679	ostta03g05160
73680	ostta03g05170
73681	ostta03g05180
73682	ostta03g05190
73683	ostta03g05200
73684	ostta03g05205
73685	ostta03g05210
73686	ostta03g05220
73687	ostta03g05230
73688	ostta03g05240
73689	ostta03g05250
73690	ostta03g05260
73691	ostta03g05270
73692	ostta03g05280
73693	ostta03g05290
73694	ostta03g05300
73695	ostta03g05310
73696	ostta03g05320
73697	ostta03g05330
73698	ostta03g05340
73699	ostta03g05350
73700	ostta03g05360
73701	ostta03g05370
73702	ostta03g05380
73703	ostta03g05390
73704	ostta03g05400
73705	ostta03g05410
73706	ostta03g05420
73707	ostta03g05430
73708	ostta03g05435
73709	ostta03g05440
73710	ostta03g05450
73711	ostta03g05460
73712	ostta03g05470
73713	ostta03g05480
73714	ostta03g05490
73715	ostta03g05500
73716	ostta03g05510
73717	ostta03g05520
73718	ostta03g05530
73719	ostta03g05540
73720	ostta03g05550
73721	ostta03g05560
73722	ostta03g05570
73723	ostta03g05580
73724	ostta03g05590
73725	ostta03g05600
73726	ostta03g05610
73727	ostta03g05620
73728	ostta03g05630
73729	ostta03g05640
73730	ostta03g05650
73731	ostta03g05660
73732	ostta03g05670
73733	ostta03g05675
73734	ostta03g05680
73735	ostta03g05690
73736	ostta03g05700
73737	ostta03g05710
73738	ostta03g05715
73739	ostta03g05720
73740	ostta03g05730
73741	ostta03g05740
73742	ostta03g05750
73743	ostta03g05760
73744	ostta03g05770
73745	ostta03g05780
73746	ostta03g05790
73747	ostta03g05800
73748	ostta03g05810
73749	ostta03g05820
73750	ostta03g05830
73751	ostta03g05840
73752	ostta03g05850
73753	ostta03g05860
73754	ostta03g05870
73755	ostta03g05880
73756	ostta03g05885
73757	ostta03g05890
73758	ostta03g05900
73759	ostta03g05910
73760	ostta03g05920
73761	ostta03g05930
73762	ostta03g05940
73763	ostta03g05950
73764	ostta03g05960
73765	ostta03g05970
73766	ostta03g05980
73767	ostta03g05990
73768	ostta03g06000
73769	ostta03g06010
73770	ostta03g06020
73771	ostta03g06030
73772	ostta04g00010
73773	ostta04g00015
73774	ostta04g00020
73775	ostta04g00030
73776	ostta04g00040
73777	ostta04g00050
73778	ostta04g00060
73779	ostta04g00070
73780	ostta04g00080
73781	ostta04g00090
73782	ostta04g00100
73783	ostta04g00110
73784	ostta04g00120
73785	ostta04g00125
73786	ostta04g00130
73787	ostta04g00150
73788	ostta04g00160
73789	ostta04g00170
73790	ostta04g00180
73791	ostta04g00190
73792	ostta04g00200
73793	ostta04g00220
73794	ostta04g00230
73795	ostta04g00240
73796	ostta04g00250
73797	ostta04g00260
73798	ostta04g00270
73799	ostta04g00280
73800	ostta04g00290
73801	ostta04g00300
73802	ostta04g00310
73803	ostta04g00320
73804	ostta04g00330
73805	ostta04g00340
73806	ostta04g00350
73807	ostta04g00360
73808	ostta04g00365
73809	ostta04g00370
73810	ostta04g00380
73811	ostta04g00390
73812	ostta04g00400
73813	ostta04g00410
73814	ostta04g00420
73815	ostta04g00430
73816	ostta04g00440
73817	ostta04g00450
73818	ostta04g00460
73819	ostta04g00470
73820	ostta04g00480
73821	ostta04g00490
73822	ostta04g00500
73823	ostta04g00510
73824	ostta04g00520
73825	ostta04g00530
73826	ostta04g00540
73827	ostta04g00550
73828	ostta04g00560
73829	ostta04g00570
73830	ostta04g00580
73831	ostta04g00590
73832	ostta04g00600
73833	ostta04g00610
73834	ostta04g00620
73835	ostta04g00630
73836	ostta04g00640
73837	ostta04g00650
73838	ostta04g00660
73839	ostta04g00670
73840	ostta04g00680
73841	ostta04g00690
73842	ostta04g00700
73843	ostta04g00710
73844	ostta04g00720
73845	ostta04g00730
73846	ostta04g00740
73847	ostta04g00750
73848	ostta04g00760
73849	ostta04g00770
73850	ostta04g00780
73851	ostta04g00790
73852	ostta04g00800
73853	ostta04g00810
73854	ostta04g00815
73855	ostta04g00820
73856	ostta04g00830
73857	ostta04g00840
73858	ostta04g00850
73859	ostta04g00860
73860	ostta04g00870
73861	ostta04g00880
73862	ostta04g00890
73863	ostta04g00900
73864	ostta04g00910
73865	ostta04g00920
73866	ostta04g00930
73867	ostta04g00940
73868	ostta04g00950
73869	ostta04g00960
73870	ostta04g00970
73871	ostta04g00990
73872	ostta04g01000
73873	ostta04g01010
73874	ostta04g01020
73875	ostta04g01030
73876	ostta04g01040
73877	ostta04g01050
73878	ostta04g01060
73879	ostta04g01070
73880	ostta04g01080
73881	ostta04g01090
73882	ostta04g01100
73883	ostta04g01110
73884	ostta04g01120
73885	ostta04g01130
73886	ostta04g01140
73887	ostta04g01150
73888	ostta04g01160
73889	ostta04g01170
73890	ostta04g01180
73891	ostta04g01190
73892	ostta04g01200
73893	ostta04g01210
73894	ostta04g01220
73895	ostta04g01230
73896	ostta04g01240
73897	ostta04g01250
73898	ostta04g01260
73899	ostta04g01270
73900	ostta04g01280
73901	ostta04g01290
73902	ostta04g01300
73903	ostta04g01310
73904	ostta04g01320
73905	ostta04g01330
73906	ostta04g01340
73907	ostta04g01350
73908	ostta04g01360
73909	ostta04g01380
73910	ostta04g01390
73911	ostta04g01400
73912	ostta04g01410
73913	ostta04g01420
73914	ostta04g01440
73915	ostta04g01450
73916	ostta04g01460
73917	ostta04g01470
73918	ostta04g01480
73919	ostta04g01490
73920	ostta04g01500
73921	ostta04g01510
73922	ostta04g01520
73923	ostta04g01530
73924	ostta04g01540
73925	ostta04g01550
73926	ostta04g01560
73927	ostta04g01570
73928	ostta04g01580
73929	ostta04g01590
73930	ostta04g01600
73931	ostta04g01610
73932	ostta04g01620
73933	ostta04g01630
73934	ostta04g01640
73935	ostta04g01650
73936	ostta04g01660
73937	ostta04g01670
73938	ostta04g01680
73939	ostta04g01690
73940	ostta04g01700
73941	ostta04g01710
73942	ostta04g01720
73943	ostta04g01730
73944	ostta04g01740
73945	ostta04g01745
73946	ostta04g01750
73947	ostta04g01760
73948	ostta04g01770
73949	ostta04g01780
73950	ostta04g01790
73951	ostta04g01800
73952	ostta04g01810
73953	ostta04g01820
73954	ostta04g01830
73955	ostta04g01840
73956	ostta04g01845
73957	ostta04g01850
73958	ostta04g01860
73959	ostta04g01870
73960	ostta04g01880
73961	ostta04g01890
73962	ostta04g01900
73963	ostta04g01910
73964	ostta04g01920
73965	ostta04g01930
73966	ostta04g01940
73967	ostta04g01950
73968	ostta04g01960
73969	ostta04g01970
73970	ostta04g01980
73971	ostta04g01990
73972	ostta04g01995
73973	ostta04g02000
73974	ostta04g02010
73975	ostta04g02020
73976	ostta04g02030
73977	ostta04g02040
73978	ostta04g02050
73979	ostta04g02060
73980	ostta04g02070
73981	ostta04g02080
73982	ostta04g02090
73983	ostta04g02100
73984	ostta04g02105
73985	ostta04g02110
73986	ostta04g02120
73987	ostta04g02130
73988	ostta04g02140
73989	ostta04g02150
73990	ostta04g02160
73991	ostta04g02170
73992	ostta04g02180
73993	ostta04g02190
73994	ostta04g02200
73995	ostta04g02210
73996	ostta04g02220
73997	ostta04g02230
73998	ostta04g02240
73999	ostta04g02250
74000	ostta04g02260
74001	ostta04g02270
74002	ostta04g02280
74003	ostta04g02290
74004	ostta04g02300
74005	ostta04g02310
74006	ostta04g02320
74007	ostta04g02330
74008	ostta04g02340
74009	ostta04g02350
74010	ostta04g02360
74011	ostta04g02370
74012	ostta04g02380
74013	ostta04g02390
74014	ostta04g02400
74015	ostta04g02410
74016	ostta04g02420
74017	ostta04g02430
74018	ostta04g02440
74019	ostta04g02450
74020	ostta04g02460
74021	ostta04g02480
74022	ostta04g02490
74023	ostta04g02500
74024	ostta04g02510
74025	ostta04g02520
74026	ostta04g02530
74027	ostta04g02540
74028	ostta04g02550
74029	ostta04g02560
74030	ostta04g02570
74031	ostta04g02580
74032	ostta04g02590
74033	ostta04g02600
74034	ostta04g02610
74035	ostta04g02620
74036	ostta04g02630
74037	ostta04g02640
74038	ostta04g02650
74039	ostta04g02660
74040	ostta04g02670
74041	ostta04g02680
74042	ostta04g02690
74043	ostta04g02700
74044	ostta04g02710
74045	ostta04g02720
74046	ostta04g02730
74047	ostta04g02740
74048	ostta04g02750
74049	ostta04g02760
74050	ostta04g02770
74051	ostta04g02780
74052	ostta04g02790
74053	ostta04g02800
74054	ostta04g02810
74055	ostta04g02820
74056	ostta04g02830
74057	ostta04g02840
74058	ostta04g02850
74059	ostta04g02860
74060	ostta04g02870
74061	ostta04g02880
74062	ostta04g02890
74063	ostta04g02900
74064	ostta04g02910
74065	ostta04g02920
74066	ostta04g02930
74067	ostta04g02940
74068	ostta04g02950
74069	ostta04g02960
74070	ostta04g02970
74071	ostta04g02980
74072	ostta04g02990
74073	ostta04g03000
74074	ostta04g03010
74075	ostta04g03020
74076	ostta04g03030
74077	ostta04g03040
74078	ostta04g03050
74079	ostta04g03060
74080	ostta04g03070
74081	ostta04g03080
74082	ostta04g03090
74083	ostta04g03100
74084	ostta04g03110
74085	ostta04g03120
74086	ostta04g03130
74087	ostta04g03140
74088	ostta04g03150
74089	ostta04g03160
74090	ostta04g03170
74091	ostta04g03180
74092	ostta04g03190
74093	ostta04g03200
74094	ostta04g03210
74095	ostta04g03220
74096	ostta04g03230
74097	ostta04g03240
74098	ostta04g03250
74099	ostta04g03255
74100	ostta04g03260
