GID	GENENAME
70288	ostta11g02290
70289	ostta11g02300
70290	ostta11g02310
70291	ostta11g02320
70292	ostta11g02330
70293	ostta11g02340
70294	ostta11g02350
70295	ostta11g02360
70296	ostta11g02370
70297	ostta11g02380
70298	ostta11g02400
70299	ostta11g02410
70300	ostta11g02420
70301	ostta11g02440
70302	ostta11g02450
70303	ostta11g02460
70304	ostta11g02470
70305	ostta11g02480
70306	ostta11g02490
70307	ostta11g02500
70308	ostta11g02505
70309	ostta11g02510
70310	ostta11g02520
70311	ostta11g02530
70312	ostta11g02540
70313	ostta11g02550
70314	ostta11g02560
70315	ostta11g02570
70316	ostta11g02575
70317	ostta11g02580
70318	ostta11g02590
70319	ostta11g02600
70320	ostta11g02610
70321	ostta11g02620
70322	ostta11g02630
70323	ostta11g02640
70324	ostta11g02650
70325	ostta11g02660
70326	ostta11g02670
70327	ostta11g02680
70328	ostta11g02690
70329	ostta11g02700
70330	ostta11g02710
70331	ostta11g02720
70332	ostta11g02730
70333	ostta11g02740
70334	ostta11g02750
70335	ostta11g02760
70336	ostta11g02770
70337	ostta11g02780
70338	ostta11g02790
70339	ostta11g02800
70340	ostta11g02810
70341	ostta11g02820
70342	ostta11g02830
70343	ostta11g02850
70344	ostta11g02860
70345	ostta11g02870
70346	ostta11g02880
70347	ostta11g02890
70348	ostta11g02900
70349	ostta11g02910
70350	ostta11g02920
70351	ostta11g02930
70352	ostta11g02940
70353	ostta11g02950
70354	ostta11g02960
70355	ostta11g02970
70356	ostta11g02980
70357	ostta11g02990
70358	ostta11g03000
70359	ostta11g03010
70360	ostta11g03020
70361	ostta11g03030
70362	ostta11g03040
70363	ostta11g03050
70364	ostta11g03070
70365	ostta11g03080
70366	ostta11g03090
70367	ostta11g03100
70368	ostta11g03110
70369	ostta11g03120
70370	ostta11g03130
70371	ostta11g03140
70372	ostta11g03150
70373	ostta11g03160
70374	ostta11g03170
70375	ostta11g03180
70376	ostta11g03190
70377	ostta11g03200
70378	ostta11g03210
70379	ostta11g03220
70380	ostta11g03230
70381	ostta11g03240
70382	ostta11g03250
70383	ostta11g03260
70384	ostta11g03270
70385	ostta11g03280
70386	ostta11g03290
70387	ostta11g03300
70388	ostta12g00010
70389	ostta12g00020
70390	ostta12g00030
70391	ostta12g00040
70392	ostta12g00050
70393	ostta12g00060
70394	ostta12g00070
70395	ostta12g00080
70396	ostta12g00090
70397	ostta12g00100
70398	ostta12g00110
70399	ostta12g00120
70400	ostta12g00130
70401	ostta12g00140
70402	ostta12g00150
70403	ostta12g00160
70404	ostta12g00170
70405	ostta12g00180
70406	ostta12g00190
70407	ostta12g00200
70408	ostta12g00210
70409	ostta12g00220
70410	ostta12g00230
70411	ostta12g00240
70412	ostta12g00250
70413	ostta12g00260
70414	ostta12g00270
70415	ostta12g00280
70416	ostta12g00290
70417	ostta12g00300
70418	ostta12g00310
70419	ostta12g00320
70420	ostta12g00330
70421	ostta12g00340
70422	ostta12g00350
70423	ostta12g00360
70424	ostta12g00370
70425	ostta12g00380
70426	ostta12g00390
70427	ostta12g00400
70428	ostta12g00410
70429	ostta12g00420
70430	ostta12g00430
70431	ostta12g00440
70432	ostta12g00450
70433	ostta12g00460
70434	ostta12g00470
70435	ostta12g00480
70436	ostta12g00490
70437	ostta12g00500
70438	ostta12g00510
70439	ostta12g00520
70440	ostta12g00530
70441	ostta12g00540
70442	ostta12g00550
70443	ostta12g00560
70444	ostta12g00570
70445	ostta12g00580
70446	ostta12g00590
70447	ostta12g00600
70448	ostta12g00610
70449	ostta12g00620
70450	ostta12g00630
70451	ostta12g00640
70452	ostta12g00645
70453	ostta12g00650
70454	ostta12g00655
70455	ostta12g00660
70456	ostta12g00670
70457	ostta12g00680
70458	ostta12g00770
70459	ostta12g00780
70460	ostta12g00790
70461	ostta12g00800
70462	ostta12g00810
70463	ostta12g00820
70464	ostta12g00830
70465	ostta12g00850
70466	ostta12g00860
70467	ostta12g00870
70468	ostta12g00880
70469	ostta12g00890
70470	ostta12g00900
70471	ostta12g00910
70472	ostta12g00920
70473	ostta12g00065
70474	ostta12g00930
70475	ostta12g00940
70476	ostta12g00950
70477	ostta12g00960
70478	ostta12g00970
70479	ostta12g00980
70480	ostta12g00990
70481	ostta12g01000
70482	ostta12g01010
70483	ostta12g01020
70484	ostta12g01030
70485	ostta12g01040
70486	ostta12g01050
70487	ostta12g01060
70488	ostta12g01070
70489	ostta12g01080
70490	ostta12g01090
70491	ostta12g01110
70492	ostta12g01120
70493	ostta12g01130
70494	ostta12g01140
70495	ostta12g01150
70496	ostta12g01160
70497	ostta12g01170
70498	ostta12g01180
70499	ostta12g01190
70500	ostta12g01200
70501	ostta12g01210
70502	ostta12g01220
70503	ostta12g01230
70504	ostta12g01240
70505	ostta12g01250
70506	ostta12g01255
70507	ostta12g01260
70508	ostta12g01270
70509	ostta12g01280
70510	ostta12g01290
70511	ostta12g01300
70512	ostta12g01310
70513	ostta12g01320
70514	ostta12g01330
70515	ostta12g01340
70516	ostta12g01350
70517	ostta12g01360
70518	ostta12g01370
70519	ostta12g01380
70520	ostta12g01390
70521	ostta12g01400
70522	ostta12g01410
70523	ostta12g01420
70524	ostta12g01430
70525	ostta12g01440
70526	ostta12g01450
70527	ostta12g01460
70528	ostta12g01470
70529	ostta12g01480
70530	ostta12g01485
70531	ostta12g01490
70532	ostta12g01500
70533	ostta12g01510
70534	ostta12g01520
70535	ostta12g01530
70536	ostta12g01540
70537	ostta12g01550
70538	ostta12g01560
70539	ostta12g01570
70540	ostta12g01580
70541	ostta12g01590
70542	ostta12g01600
70543	ostta12g01610
70544	ostta12g01620
70545	ostta12g01630
70546	ostta12g01640
70547	ostta12g01650
70548	ostta12g01660
70549	ostta12g01670
70550	ostta12g01680
70551	ostta12g01690
70552	ostta12g01700
70553	ostta12g01710
70554	ostta12g01720
70555	ostta12g01730
70556	ostta12g01740
70557	ostta12g01750
70558	ostta12g01760
70559	ostta12g01770
70560	ostta12g01780
70561	ostta12g01790
70562	ostta12g01800
70563	ostta12g01810
70564	ostta12g01820
70565	ostta12g01830
70566	ostta12g01840
70567	ostta12g01850
70568	ostta12g01860
70569	ostta12g01870
70570	ostta12g01880
70571	ostta12g01890
70572	ostta12g01900
70573	ostta12g01910
70574	ostta12g01920
70575	ostta12g01930
70576	ostta12g01940
70577	ostta12g01950
70578	ostta12g01960
70579	ostta12g01965
70580	ostta12g01970
70581	ostta12g01980
70582	ostta12g01990
70583	ostta12g01995
70584	ostta12g02000
70585	ostta12g02010
70586	ostta12g02020
70587	ostta12g02040
70588	ostta12g02050
70589	ostta12g02060
70590	ostta12g02065
70591	ostta12g02070
70592	ostta12g02080
70593	ostta12g02090
70594	ostta12g02100
70595	ostta12g02110
70596	ostta12g02120
70597	ostta12g02130
70598	ostta12g02140
70599	ostta12g02150
70600	ostta12g02160
70601	ostta12g02170
70602	ostta12g02180
70603	ostta12g02190
70604	ostta12g02200
70605	ostta12g02210
70606	ostta12g02220
70607	ostta12g02230
70608	ostta12g02240
70609	ostta12g02250
70610	ostta12g02260
70611	ostta12g02270
70612	ostta12g02280
70613	ostta12g02290
70614	ostta12g02300
70615	ostta12g02310
70616	ostta12g02320
70617	ostta12g02330
70618	ostta12g02340
70619	ostta12g02350
70620	ostta12g02360
70621	ostta12g02370
70622	ostta12g02380
70623	ostta12g02390
70624	ostta12g02400
70625	ostta12g02410
70626	ostta12g02420
70627	ostta12g02430
70628	ostta12g02440
70629	ostta12g02450
70630	ostta12g02460
70631	ostta12g02470
70632	ostta12g02480
70633	ostta12g02485
70634	ostta12g02490
70635	ostta12g02500
70636	ostta12g02510
70637	ostta12g02520
70638	ostta12g02530
70639	ostta12g02540
70640	ostta12g02550
70641	ostta12g02560
70642	ostta12g02570
70643	ostta12g02580
70644	ostta12g02590
70645	ostta12g02600
70646	ostta12g02610
70647	ostta12g02620
70648	ostta12g02630
70649	ostta12g02640
70650	ostta12g02650
70651	ostta12g02660
70652	ostta12g02665
70653	ostta12g02670
70654	ostta12g02680
70655	ostta12g02690
70656	ostta12g02700
70657	ostta12g02710
70658	ostta12g02720
70659	ostta12g02730
70660	ostta12g02740
70661	ostta12g02750
70662	ostta12g02760
70663	ostta12g02770
70664	ostta12g02780
70665	ostta12g02790
70666	ostta12g02800
70667	ostta12g02805
70668	ostta12g02810
70669	ostta12g02820
70670	ostta12g02830
70671	ostta12g02840
70672	ostta12g02850
70673	ostta12g02860
70674	ostta12g02870
70675	ostta12g02880
70676	ostta12g02890
70677	ostta12g02900
70678	ostta12g02910
70679	ostta12g02920
70680	ostta12g02930
70681	ostta12g02940
70682	ostta12g02950
70683	ostta12g02960
70684	ostta12g02970
70685	ostta12g02980
70686	ostta12g02990
70687	ostta12g03000
70688	ostta12g03010
70689	ostta12g03030
70690	ostta12g03040
70691	ostta12g03050
70692	ostta12g03060
70693	ostta12g03070
70694	ostta12g03080
70695	ostta12g03090
70696	ostta12g03100
70697	ostta12g03110
70698	ostta12g03120
70699	ostta12g03130
70700	ostta12g03140
70701	ostta12g03150
70702	ostta12g03160
70703	ostta12g03170
70704	ostta12g03180
70705	ostta12g03190
70706	ostta12g03200
70707	ostta13g00010
70708	ostta13g00020
70709	ostta13g00030
70710	ostta13g00040
70711	ostta13g00050
70712	ostta13g00060
70713	ostta13g00070
70714	ostta13g00080
70715	ostta13g00090
70716	ostta13g00100
70717	ostta13g00110
70718	ostta13g00120
70719	ostta13g00130
70720	ostta13g00140
70721	ostta13g00150
70722	ostta13g00160
70723	ostta13g00170
70724	ostta13g00180
70725	ostta13g00190
70726	ostta13g00200
70727	ostta13g00210
70728	ostta13g00220
70729	ostta13g00230
70730	ostta13g00240
70731	ostta13g00250
70732	ostta13g00260
70733	ostta13g00270
70734	ostta13g00290
70735	ostta13g00300
70736	ostta13g00310
70737	ostta13g00320
70738	ostta13g00330
70739	ostta13g00340
70740	ostta13g00350
70741	ostta13g00360
70742	ostta13g00370
70743	ostta13g00380
70744	ostta13g00390
70745	ostta13g00400
70746	ostta13g00410
70747	ostta13g00420
70748	ostta13g00430
70749	ostta13g00440
70750	ostta13g00450
70751	ostta13g00460
70752	ostta13g00470
70753	ostta13g00480
70754	ostta13g00490
70755	ostta13g00500
70756	ostta13g00510
70757	ostta13g00520
70758	ostta13g00530
70759	ostta13g00540
70760	ostta13g00550
70761	ostta13g00560
70762	ostta13g00570
70763	ostta13g00580
70764	ostta13g00590
70765	ostta13g00600
70766	ostta13g00610
70767	ostta13g00620
70768	ostta13g00630
70769	ostta13g00640
70770	ostta13g00650
70771	ostta13g00660
70772	ostta13g00670
70773	ostta13g00680
70774	ostta13g00690
70775	ostta13g00700
70776	ostta13g00710
70777	ostta13g00720
70778	ostta13g00730
70779	ostta13g00740
70780	ostta13g00750
70781	ostta13g00760
70782	ostta13g00770
70783	ostta13g00780
70784	ostta13g00800
70785	ostta13g00810
70786	ostta13g00820
70787	ostta13g00825
70788	ostta13g00830
70789	ostta13g00840
70790	ostta13g00850
70791	ostta13g00860
70792	ostta13g00880
70793	ostta13g00885
70794	ostta13g00890
70795	ostta13g00900
70796	ostta13g00910
70797	ostta13g00920
70798	ostta13g00930
70799	ostta13g00940
70800	ostta13g00950
70801	ostta13g00960
70802	ostta13g00970
70803	ostta13g00980
70804	ostta13g00990
70805	ostta13g01000
70806	ostta13g01010
70807	ostta13g01020
70808	ostta13g01030
70809	ostta13g01040
70810	ostta13g01050
70811	ostta13g01060
70812	ostta13g01070
70813	ostta13g01080
70814	ostta13g01090
70815	ostta13g01100
70816	ostta13g01110
70817	ostta13g01120
70818	ostta13g01125
70819	ostta13g01130
70820	ostta13g01140
70821	ostta13g01150
70822	ostta13g01160
70823	ostta13g01170
70824	ostta13g01180
70825	ostta13g01190
70826	ostta13g01200
70827	ostta13g01210
70828	ostta13g01220
70829	ostta13g01230
70830	ostta13g01240
70831	ostta13g01250
70832	ostta13g01260
70833	ostta13g01270
70834	ostta13g01280
70835	ostta13g01290
70836	ostta13g01300
70837	ostta13g01310
70838	ostta13g01320
70839	ostta13g01330
70840	ostta13g01335
70841	ostta13g01340
70842	ostta13g01350
70843	ostta13g01360
70844	ostta13g01370
70845	ostta13g01375
70846	ostta13g01380
70847	ostta13g01390
70848	ostta13g01400
70849	ostta13g01410
70850	ostta13g01420
70851	ostta13g01430
70852	ostta13g01440
70853	ostta13g01450
70854	ostta13g01460
70855	ostta13g01470
70856	ostta13g01480
70857	ostta13g01490
70858	ostta13g01500
70859	ostta13g01510
70860	ostta13g01520
70861	ostta13g01530
70862	ostta13g01540
70863	ostta13g01550
70864	ostta13g01560
70865	ostta13g01570
70866	ostta13g01580
70867	ostta13g01590
70868	ostta13g01600
70869	ostta13g01610
70870	ostta13g01620
70871	ostta13g01630
70872	ostta13g01640
70873	ostta13g01650
70874	ostta13g01660
70875	ostta13g01670
70876	ostta13g01680
70877	ostta13g01690
70878	ostta13g01700
70879	ostta13g01710
70880	ostta13g01720
70881	ostta13g01730
70882	ostta13g01740
70883	ostta13g01750
70884	ostta13g01760
70885	ostta13g01770
70886	ostta13g01790
70887	ostta13g01800
70888	ostta13g01810
70889	ostta13g01815
70890	ostta13g01820
70891	ostta13g01830
70892	ostta13g01840
70893	ostta13g01850
70894	ostta13g01860
70895	ostta13g01870
70896	ostta13g01880
70897	ostta13g01890
70898	ostta13g01900
70899	ostta13g01905
70900	ostta13g01910
70901	ostta13g01920
70902	ostta13g01930
70903	ostta13g01940
70904	ostta13g01950
70905	ostta13g01960
70906	ostta13g01970
70907	ostta13g01980
70908	ostta13g01990
70909	ostta13g02000
70910	ostta13g02010
70911	ostta13g02020
70912	ostta13g02030
70913	ostta13g02040
70914	ostta13g02050
70915	ostta13g02060
70916	ostta13g02070
70917	ostta13g02080
70918	ostta13g02090
70919	ostta13g02100
70920	ostta13g02110
70921	ostta13g02120
70922	ostta13g02130
70923	ostta13g02140
70924	ostta13g02150
70925	ostta13g02160
70926	ostta13g02165
70927	ostta13g02170
70928	ostta13g02180
70929	ostta13g02190
70930	ostta13g02200
70931	ostta13g02210
70932	ostta13g02220
70933	ostta13g02230
70934	ostta13g02240
70935	ostta13g02250
70936	ostta13g02260
70937	ostta13g02270
70938	ostta13g02280
70939	ostta13g02290
70940	ostta13g02300
70941	ostta13g02310
70942	ostta13g02320
70943	ostta13g02330
70944	ostta13g02340
70945	ostta13g02350
70946	ostta13g02360
70947	ostta13g02370
70948	ostta13g02380
70949	ostta13g02390
70950	ostta13g02400
70951	ostta13g02410
70952	ostta13g02420
70953	ostta13g02430
70954	ostta13g02440
70955	ostta13g02450
70956	ostta13g02460
70957	ostta13g02470
70958	ostta13g02480
70959	ostta13g02490
70960	ostta13g02500
70961	ostta13g02510
70962	ostta13g02520
70963	ostta13g02530
70964	ostta13g02540
70965	ostta13g02550
70966	ostta13g02560
70967	ostta13g02570
70968	ostta13g02580
70969	ostta13g02590
70970	ostta13g02600
70971	ostta13g02610
70972	ostta13g02620
70973	ostta13g02630
70974	ostta13g02640
70975	ostta13g02650
70976	ostta13g02660
70977	ostta13g02670
70978	ostta13g02680
70979	ostta13g02690
70980	ostta13g02700
70981	ostta13g02710
70982	ostta13g02720
70983	ostta13g02730
70984	ostta13g02740
70985	ostta13g02750
70986	ostta13g02760
70987	ostta13g02770
70988	ostta13g02780
70989	ostta13g02790
70990	ostta13g02800
70991	ostta13g02810
70992	ostta13g02820
70993	ostta13g02830
70994	ostta13g02840
70995	ostta13g02850
70996	ostta13g02865
70997	ostta13g02870
70998	ostta13g02880
70999	ostta13g02890
71000	ostta13g02895
71001	ostta13g02900
71002	ostta13g02910
71003	ostta13g02920
71004	ostta13g02930
71005	ostta13g02940
71006	ostta13g02950
71007	ostta13g02960
71008	ostta13g02970
71009	ostta13g02980
71010	ostta13g02985
71011	ostta13g02990
71012	ostta13g03000
71013	ostta13g03010
71014	ostta13g03020
71015	ostta13g03030
71016	ostta13g03040
71017	ostta13g03050
71018	ostta13g03060
71019	ostta13g03070
71020	ostta13g03080
71021	ostta13g03090
71022	ostta14g00010
71023	ostta14g00020
71024	ostta14g00030
71025	ostta14g00040
71026	ostta14g00050
71027	ostta14g00055
71028	ostta14g00060
71029	ostta14g00066
71030	ostta14g00070
71031	ostta14g00075
71032	ostta14g00080
71033	ostta14g00090
71034	ostta14g00100
71035	ostta14g00110
71036	ostta14g00120
71037	ostta14g00130
71038	ostta14g00140
71039	ostta14g00150
71040	ostta14g00160
71041	ostta14g00170
71042	ostta14g00180
71043	ostta14g00185
71044	ostta14g00190
71045	ostta14g00200
71046	ostta14g00210
71047	ostta14g00220
71048	ostta14g00230
71049	ostta14g00240
71050	ostta14g00250
71051	ostta14g00260
71052	ostta14g00270
71053	ostta14g00280
71054	ostta14g00290
71055	ostta14g00300
71056	ostta14g00310
71057	ostta14g00310
71058	ostta14g00320
71059	ostta14g00330
71060	ostta14g00340
71061	ostta14g00350
71062	ostta14g00360
71063	ostta14g00370
71064	ostta14g00380
71065	ostta14g00390
71066	ostta14g00400
71067	ostta14g00410
71068	ostta14g00420
71069	ostta14g00430
71070	ostta14g00440
71071	ostta14g00450
71072	ostta14g00460
71073	ostta14g00470
71074	ostta14g00480
71075	ostta14g00490
71076	ostta14g00500
71077	ostta14g00510
71078	ostta14g00520
71079	ostta14g00525
71080	ostta14g00530
71081	ostta14g00540
71082	ostta14g00550
71083	ostta14g00560
71084	ostta14g00570
71085	ostta14g00580
71086	ostta14g00590
71087	ostta14g00600
71088	ostta14g00610
71089	ostta14g00620
71090	ostta14g00630
71091	ostta14g00640
71092	ostta14g00645
71093	ostta14g00650
71094	ostta14g00660
71095	ostta14g00670
71096	ostta14g00680
71097	ostta14g00690
71098	ostta14g00700
71099	ostta14g00710
71100	ostta14g00715
71101	ostta14g00720
71102	ostta14g00730
71103	ostta14g00740
71104	ostta14g00750
71105	ostta14g00760
71106	ostta14g00770
71107	ostta14g00780
71108	ostta14g00790
71109	ostta14g00795
71110	ostta14g00800
71111	ostta14g00810
71112	ostta14g00820
71113	ostta14g00830
71114	ostta14g00840
71115	ostta14g00850
71116	ostta14g00860
71117	ostta14g00870
71118	ostta14g00880
71119	ostta14g00890
71120	ostta14g00900
71121	ostta14g00910
71122	ostta14g00920
71123	ostta14g00930
71124	ostta14g00940
71125	ostta14g00950
71126	ostta14g00960
71127	ostta14g00970
71128	ostta14g00980
71129	ostta14g00990
71130	ostta14g01000
71131	ostta14g01010
71132	ostta14g01020
71133	ostta14g01030
71134	ostta14g01040
71135	ostta14g01050
71136	ostta14g01060
71137	ostta14g01070
71138	ostta14g01075
71139	ostta14g01080
71140	ostta14g01090
71141	ostta14g01100
71142	ostta14g01105
71143	ostta14g01110
71144	ostta14g01120
71145	ostta14g01130
71146	ostta14g01140
71147	ostta14g01150
71148	ostta14g01155
71149	ostta14g01157
71150	ostta14g01160
71151	ostta14g01170
71152	ostta14g00065
71153	ostta14g01180
71154	ostta14g01190
71155	ostta14g01200
71156	ostta14g01210
71157	ostta14g01220
71158	ostta14g01230
71159	ostta14g01240
71160	ostta14g01245
71161	ostta14g01250
71162	ostta14g01260
71163	ostta14g01270
71164	ostta14g01280
71165	ostta14g01290
71166	ostta14g01300
71167	ostta14g01310
71168	ostta14g01320
71169	ostta14g01330
71170	ostta14g01340
71171	ostta14g01345
71172	ostta14g01350
71173	ostta14g01355
71174	ostta14g01360
71175	ostta14g01365
71176	ostta14g01370
71177	ostta14g01380
71178	ostta14g01385
71179	ostta14g01387
71180	ostta14g01388
71181	ostta14g01390
71182	ostta14g01400
71183	ostta14g01410
71184	ostta14g01420
71185	ostta14g01430
71186	ostta14g01435
71187	ostta14g01440
71188	ostta14g01450
71189	ostta14g01460
71190	ostta14g01470
71191	ostta14g01480
71192	ostta14g01485
71193	ostta14g01490
71194	ostta14g01500
71195	ostta14g01510
71196	ostta14g01520
71197	ostta14g01530
71198	ostta14g01540
71199	ostta14g01550
71200	ostta14g01555
71201	ostta14g01570
71202	ostta14g01580
71203	ostta14g01590
71204	ostta14g01600
71205	ostta14g01610
71206	ostta14g01620
71207	ostta14g01630
71208	ostta14g01635
71209	ostta14g01640
71210	ostta14g01650
71211	ostta14g01660
71212	ostta14g01665
71213	ostta14g01670
71214	ostta14g01680
71215	ostta14g01690
71216	ostta14g01695
71217	ostta14g01700
71218	ostta14g01710
71219	ostta14g01720
71220	ostta14g01730
71221	ostta14g01740
71222	ostta14g01750
71223	ostta14g01760
71224	ostta14g01770
71225	ostta14g01780
71226	ostta14g01790
71227	ostta14g01800
71228	ostta14g01810
71229	ostta14g01820
71230	ostta14g01830
71231	ostta14g01840
71232	ostta14g01850
71233	ostta14g01860
71234	ostta14g01870
71235	ostta14g01880
71236	ostta14g01890
71237	ostta14g01900
71238	ostta14g01910
71239	ostta14g01920
71240	ostta14g01930
71241	ostta14g01940
71242	ostta14g01950
71243	ostta14g01960
71244	ostta14g01970
71245	ostta14g01980
71246	ostta14g01990
71247	ostta14g02000
71248	ostta14g02010
71249	ostta14g02020
71250	ostta14g02030
71251	ostta14g02040
71252	ostta14g02050
71253	ostta14g02070
71254	ostta14g02080
71255	ostta14g02090
71256	ostta14g02100
71257	ostta14g02110
71258	ostta14g02120
71259	ostta14g02130
71260	ostta14g02140
71261	ostta14g02150
71262	ostta14g02160
71263	ostta14g02170
71264	ostta14g02180
71265	ostta14g02190
71266	ostta14g02197
71267	ostta14g02200
71268	ostta14g02210
71269	ostta14g02220
71270	ostta14g02230
71271	ostta14g02235
71272	ostta14g02240
71273	ostta14g02250
71274	ostta14g02260
71275	ostta14g02270
71276	ostta14g02280
71277	ostta14g02290
71278	ostta14g02300
71279	ostta14g02310
71280	ostta14g02320
71281	ostta14g02330
71282	ostta14g02340
71283	ostta14g02345
71284	ostta14g02350
71285	ostta14g02360
71286	ostta14g02370
71287	ostta14g02380
71288	ostta14g02390
71289	ostta14g02400
71290	ostta14g02410
71291	ostta14g02420
71292	ostta14g02430
71293	ostta14g02440
71294	ostta14g02450
71295	ostta14g02460
71296	ostta14g02470
71297	ostta14g02475
71298	ostta14g02480
71299	ostta14g02490
71300	ostta14g02495
71301	ostta14g02500
71302	ostta14g02510
71303	ostta14g02520
71304	ostta14g02530
71305	ostta14g02540
71306	ostta14g02550
71307	ostta14g02560
71308	ostta14g02570
71309	ostta14g02580
71310	ostta14g02590
71311	ostta14g02600
71312	ostta14g02610
71313	ostta14g02620
71314	ostta14g02630
71315	ostta14g02635
71316	ostta14g02640
71317	ostta14g02650
71318	ostta14g02660
71319	ostta14g02670
71320	ostta14g02680
71321	ostta14g02690
71322	ostta14g02695
71323	ostta14g02700
71324	ostta14g02710
71325	ostta14g02720
71326	ostta14g02730
71327	ostta14g02740
71328	ostta14g02750
71329	ostta14g02760
71330	ostta14g02770
71331	ostta14g02775
71332	ostta14g02780
71333	ostta14g02790
71334	ostta14g02795
71335	ostta14g02800
71336	ostta14g02810
71337	ostta14g02820
71338	ostta14g02830
71339	ostta14g02840
71340	ostta14g02845
71341	ostta14g02850
71342	ostta14g02860
71343	ostta14g02870
71344	ostta14g02880
71345	ostta14g02890
71346	ostta14g02900
71347	ostta14g02910
71348	ostta14g02920
71349	ostta14g02930
71350	ostta14g02935
71351	ostta14g02940
71352	ostta14g02945
71353	ostta14g02950
71354	ostta14g02960
71355	ostta14g02970
71356	ostta14g02980
71357	ostta14g02990
71358	ostta14g03000
71359	ostta14g03010
71360	ostta14g03020
71361	ostta14g03030
71362	ostta14g03040
71363	ostta14g03050
71364	ostta14g03060
71365	ostta14g03070
71366	ostta14g03080
71367	ostta15g00010
71368	ostta15g00020
71369	ostta15g00030
71370	ostta15g00035
71371	ostta15g00040
71372	ostta15g00045
71373	ostta15g00050
71374	ostta15g00060
71375	ostta15g00070
71376	ostta15g00080
71377	ostta15g00090
71378	ostta15g00100
71379	ostta15g00110
71380	ostta15g00120
71381	ostta15g00130
71382	ostta15g00140
71383	ostta15g00150
71384	ostta15g00160
71385	ostta15g00170
71386	ostta15g00180
71387	ostta15g00190
71388	ostta15g00195
71389	ostta15g00200
71390	ostta15g00210
71391	ostta15g00220
71392	ostta15g00230
71393	ostta15g00240
71394	ostta15g00250
71395	ostta15g00260
71396	ostta15g00270
71397	ostta15g00280
71398	ostta15g00290
71399	ostta15g00300
71400	ostta15g00310
71401	ostta15g00320
71402	ostta15g00330
71403	ostta15g00340
71404	ostta15g00350
71405	ostta15g00360
71406	ostta15g00370
71407	ostta15g00375
71408	ostta15g00380
71409	ostta15g00390
71410	ostta15g00400
71411	ostta15g00405
71412	ostta15g00410
71413	ostta15g00420
71414	ostta15g00430
71415	ostta15g00440
71416	ostta15g00450
71417	ostta15g00460
71418	ostta15g00470
71419	ostta15g00480
71420	ostta15g00485
71421	ostta15g00490
71422	ostta15g00500
71423	ostta15g00510
71424	ostta15g00530
71425	ostta15g00540
71426	ostta15g00560
71427	ostta15g00570
71428	ostta15g00575
71429	ostta15g00580
71430	ostta15g00590
71431	ostta15g00600
71432	ostta15g00610
71433	ostta15g00620
71434	ostta15g00630
71435	ostta15g00640
71436	ostta15g00650
71437	ostta15g00660
71438	ostta15g00670
71439	ostta15g00680
71440	ostta15g00690
71441	ostta15g00700
71442	ostta15g00710
71443	ostta15g00720
71444	ostta15g00730
71445	ostta15g00740
71446	ostta15g00750
71447	ostta15g00760
71448	ostta15g00765
71449	ostta15g00770
71450	ostta15g00780
71451	ostta15g00790
71452	ostta15g00800
71453	ostta15g00810
71454	ostta15g00820
71455	ostta15g00830
71456	ostta15g00840
71457	ostta15g00850
71458	ostta15g00860
71459	ostta15g00870
71460	ostta15g00880
71461	ostta15g00890
71462	ostta15g00900
71463	ostta15g00910
71464	ostta15g00920
71465	ostta15g00930
71466	ostta15g00940
71467	ostta15g00950
71468	ostta15g00955
71469	ostta15g00960
71470	ostta15g00970
71471	ostta15g00980
71472	ostta15g00990
71473	ostta15g01000
71474	ostta15g01010
71475	ostta15g01020
71476	ostta15g01030
71477	ostta15g01040
71478	ostta15g01050
71479	ostta15g01060
71480	ostta15g01070
71481	ostta15g01075
71482	ostta15g01080
71483	ostta15g01090
71484	ostta15g01100
71485	ostta15g01105
71486	ostta15g01110
71487	ostta15g01120
71488	ostta15g01130
71489	ostta15g01140
71490	ostta15g01150
71491	ostta15g01160
71492	ostta15g01170
71493	ostta15g01180
71494	ostta15g01190
71495	ostta15g01200
71496	ostta15g01210
71497	ostta15g01220
71498	ostta15g01230
71499	ostta15g01240
71500	ostta15g01250
71501	ostta15g01260
71502	ostta15g01265
71503	ostta15g01270
71504	ostta15g01280
71505	ostta15g01290
71506	ostta15g01300
71507	ostta15g01310
71508	ostta15g01320
71509	ostta15g01325
71510	ostta15g01330
71511	ostta15g01340
71512	ostta15g01350
71513	ostta15g01360
71514	ostta15g01370
71515	ostta15g01380
71516	ostta15g01390
71517	ostta15g01400
71518	ostta15g01410
71519	ostta15g01420
71520	ostta15g01430
71521	ostta15g01440
71522	ostta15g01450
71523	ostta15g01460
71524	ostta15g01470
71525	ostta15g01480
71526	ostta15g01490
71527	ostta15g01495
71528	ostta15g01500
71529	ostta15g01510
71530	ostta15g01520
71531	ostta15g01530
71532	ostta15g01540
71533	ostta15g01550
71534	ostta15g01560
71535	ostta15g01570
71536	ostta15g01580
71537	ostta15g01590
71538	ostta15g01610
71539	ostta15g01620
71540	ostta15g01630
71541	ostta15g01640
71542	ostta15g01650
71543	ostta15g01660
71544	ostta15g01670
71545	ostta15g01680
71546	ostta15g01690
71547	ostta15g01700
71548	ostta15g01710
71549	ostta15g01720
71550	ostta15g01730
71551	ostta15g01735
71552	ostta15g01740
71553	ostta15g01750
71554	ostta15g01760
71555	ostta15g01770
71556	ostta15g01780
71557	ostta15g01790
71558	ostta15g01800
