TID	TRANSNAME
72284	ostta18g00010T0
72285	ostta18g00020T0
72286	ostta18g00030T0
72287	ostta18g00040T0
72288	ostta18g00050T0
72289	ostta18g00060T0
72290	ostta18g00070T0
72291	ostta18g00080T0
72292	ostta18g00090T0
72293	ostta18g00100T0
72294	ostta18g00110T0
72295	ostta18g00120T0
72296	ostta18g00130T0
72297	ostta18g00140T0
72298	ostta18g00150T0
72299	ostta18g00160T0
72300	ostta18g00170T0
72301	ostta18g00180T0
72302	ostta18g00190T0
72303	ostta18g00200T0
72304	ostta18g00210T0
72305	ostta18g00235T0
72306	ostta18g00240T0
72307	ostta18g00245T0
72308	ostta18g00250T0
72309	ostta18g00260T0
72310	ostta18g00270T0
72311	ostta18g00275T0
72312	ostta18g00280T0
72313	ostta18g00290T0
72314	ostta18g00300T0
72315	ostta18g00310T0
72316	ostta18g00320T0
72317	ostta18g00330T0
72318	ostta18g00340T0
72319	ostta18g00350T0
72320	ostta18g00360T0
72321	ostta18g00370T0
72322	ostta18g00380T0
72323	ostta18g00385T0
72324	ostta18g00390T0
72325	ostta18g00400T0
72326	ostta18g00410T0
72327	ostta18g00420T0
72328	ostta18g00430T0
72329	ostta18g00440T0
72330	ostta18g00450T0
72331	ostta18g00460T0
72332	ostta18g00470T0
72333	ostta18g00480T0
72334	ostta18g00490T0
72335	ostta18g00500T0
72336	ostta18g00505T0
72337	ostta18g00510T0
72338	ostta18g00520T0
72339	ostta18g00530T0
72340	ostta18g00540T0
72341	ostta18g00550T0
72342	ostta18g00555T0
72343	ostta18g00560T0
72344	ostta18g00570T0
72345	ostta18g00580T0
72346	ostta18g00590T0
72347	ostta18g00600T0
72348	ostta18g00610T0
72349	ostta18g00620T0
72350	ostta18g00630T0
72351	ostta18g00640T0
72352	ostta18g00650T0
72353	ostta18g00660T0
72354	ostta18g00670T0
72355	ostta18g00680T0
72356	ostta18g00690T0
72357	ostta18g00695T0
72358	ostta18g00700T0
72359	ostta18g00710T0
72360	ostta18g00720T0
72361	ostta18g00730T0
72362	ostta18g00740T0
72363	ostta18g00750T0
72364	ostta18g00760T0
72365	ostta18g00770T0
72366	ostta18g00780T0
72367	ostta18g00790T0
72368	ostta18g00800T0
72369	ostta18g00810T0
72370	ostta18g00820T0
72371	ostta18g00830T0
72372	ostta18g00840T0
72373	ostta18g00850T0
72374	ostta18g00860T0
72375	ostta18g00870T0
72376	ostta18g00880T0
72377	ostta18g00890T0
72378	ostta18g00900T0
72379	ostta18g00910T0
72380	ostta18g00920T0
72381	ostta18g00930T0
72382	ostta18g00940T0
72383	ostta18g00950T0
72384	ostta18g00960T0
72385	ostta18g00970T0
72386	ostta18g00980T0
72387	ostta18g01000T0
72388	ostta18g01010T0
72389	ostta18g01020T0
72390	ostta18g01030T0
72391	ostta18g01040T0
72392	ostta18g01050T0
72393	ostta18g01060T0
72394	ostta18g01070T0
72395	ostta18g01080T0
72396	ostta18g01090T0
72397	ostta18g01100T0
72398	ostta18g01110T0
72399	ostta18g01120T0
72400	ostta18g01130T0
72401	ostta18g01140T0
72402	ostta18g01150T0
72403	ostta18g01160T0
72404	ostta18g01170T0
72405	ostta18g01180T0
72406	ostta18g01190T0
72407	ostta18g01200T0
72408	ostta18g01210T0
72409	ostta18g01220T0
72410	ostta18g01230T0
72411	ostta18g01240T0
72412	ostta18g01250T0
72413	ostta18g01260T0
72414	ostta18g01270T0
72415	ostta18g01280T0
72416	ostta18g01290T0
72417	ostta18g01300T0
72418	ostta18g01310T0
72419	ostta18g01320T0
72420	ostta18g01330T0
72421	ostta18g01340T0
72422	ostta18g01350T0
72423	ostta18g01360T0
72424	ostta18g01370T0
72425	ostta18g01380T0
72426	ostta18g01390T0
72427	ostta18g01400T0
72428	ostta18g01410T0
72429	ostta18g01420T0
72430	ostta18g01430T0
72431	ostta18g01440T0
72432	ostta18g01450T0
72433	ostta18g01460T0
72434	ostta18g01470T0
72435	ostta18g01480T0
72436	ostta18g01490T0
72437	ostta18g01500T0
72438	ostta18g01510T0
72439	ostta18g01520T0
72440	ostta18g01530T0
72441	ostta18g01540T0
72442	ostta18g01550T0
72443	ostta18g01560T0
72444	ostta18g01570T0
72445	ostta18g01580T0
72446	ostta18g01590T0
72447	ostta18g01600T0
72448	ostta18g01610T0
72449	ostta18g01620T0
72450	ostta18g01630T0
72451	ostta18g01640T0
72452	ostta18g01650T0
72453	ostta18g01660T0
72454	ostta18g01670T0
72455	ostta18g01680T0
72456	ostta18g01690T0
72457	ostta18g01700T0
72458	ostta18g01710T0
72459	ostta18g01720T0
72460	ostta18g01730T0
72461	ostta18g01735T0
72462	ostta18g01740T0
72463	ostta18g01750T0
72464	ostta18g01760T0
72465	ostta18g01770T0
72466	ostta18g01780T0
72467	ostta18g01800T0
72468	ostta18g01810T0
72469	ostta18g01820T0
72470	ostta18g01830T0
72471	ostta18g01840T0
72472	ostta18g01850T0
72473	ostta18g01860T0
72474	ostta18g01865T0
72475	ostta18g01870T0
72476	ostta18g01880T0
72477	ostta18g01890T0
72478	ostta18g01900T0
72479	ostta18g01910T0
72480	ostta18g01920T0
72481	ostta18g01930T0
72482	ostta18g01940T0
72483	ostta18g01945T0
72484	ostta18g01947T0
72485	ostta18g01950T0
72486	ostta18g01960T0
72487	ostta18g01970T0
72488	ostta18g01980T0
72489	ostta19g00010T0
72490	ostta19g00020T0
72491	ostta19g00030T0
72492	ostta19g00040T0
72493	ostta19g00050T0
72494	ostta19g00070T0
72495	ostta19g00080T0
72496	ostta19g00090T0
72497	ostta19g00100T0
72498	ostta19g00110T0
72499	ostta19g00120T0
72500	ostta19g00130T0
72501	ostta19g00140T0
72502	ostta19g00150T0
72503	ostta19g00160T0
72504	ostta19g00165T0
72505	ostta19g00170T0
72506	ostta19g00180T0
72507	ostta19g00190T0
72508	ostta19g00200T0
72509	ostta19g00210T0
72510	ostta19g00220T0
72511	ostta19g00230T0
72512	ostta19g00035T0
72513	ostta19g00240T0
72514	ostta19g00250T0
72515	ostta19g00260T0
72516	ostta19g00270T0
72517	ostta19g00060T0
72518	ostta19g00280T0
72519	ostta19g00290T0
72520	ostta19g00300T0
72521	ostta19g00310T0
72522	ostta19g00320T0
72523	ostta19g00330T0
72524	ostta19g00340T0
72525	ostta19g00350T0
72526	ostta19g00360T0
72527	ostta19g00370T0
72528	ostta19g00380T0
72529	ostta19g00385T0
72530	ostta19g00390T0
72531	ostta19g00395T0
72532	ostta19g00400T0
72533	ostta19g00410T0
72534	ostta19g00420T0
72535	ostta19g00430T0
72536	ostta19g00440T0
72537	ostta19g00450T0
72538	ostta19g00460T0
72539	ostta19g00470T0
72540	ostta19g00480T0
72541	ostta19g00490T0
72542	ostta19g00500T0
72543	ostta19g00515T0
72544	ostta19g00520T0
72545	ostta19g00530T0
72546	ostta19g00540T0
72547	ostta19g00550T0
72548	ostta19g00555T0
72549	ostta19g00560T0
72550	ostta19g00570T0
72551	ostta19g00580T0
72552	ostta19g00590T0
72553	ostta19g00600T0
72554	ostta19g00610T0
72555	ostta19g00045T0
72556	ostta19g00620T0
72557	ostta19g00630T0
72558	ostta19g00640T0
72559	ostta19g00650T0
72560	ostta19g00075T0
72561	ostta19g00660T0
72562	ostta19g00670T0
72563	ostta02g00020T0
72564	ostta02g00030T0
72565	ostta02g00035T0
72566	ostta02g00037T0
72567	ostta02g00040T0
72568	ostta02g00050T0
72569	ostta02g00080T0
72570	ostta02g00085T0
72571	ostta02g00087T0
72572	ostta02g00093T0
72573	ostta02g00100T0
72574	ostta02g00110T0
72575	ostta02g00130T0
72576	ostta02g00150T0
72577	ostta02g00160T0
72578	ostta02g00170T0
72579	ostta02g00180T0
72580	ostta02g00190T0
72581	ostta02g00195T0
72582	ostta02g00200T0
72583	ostta02g00210T0
72584	ostta02g00220T0
72585	ostta02g00230T0
72586	ostta02g00240T0
72587	ostta02g00250T0
72588	ostta02g00260T0
72589	ostta02g00270T0
72590	ostta02g00275T0
72591	ostta02g00277T0
72592	ostta02g00290T0
72593	ostta02g00300T0
72594	ostta02g00310T0
72595	ostta02g00320T0
72596	ostta02g00330T0
72597	ostta02g00340T0
72598	ostta02g00350T0
72599	ostta02g00360T0
72600	ostta02g00370T0
72601	ostta02g00380T0
72602	ostta02g00390T0
72603	ostta02g00400T0
72604	ostta02g00410T0
72605	ostta02g00420T0
72606	ostta02g00430T0
72607	ostta02g00440T0
72608	ostta02g00450T0
72609	ostta02g00460T0
72610	ostta02g00470T0
72611	ostta02g00480T0
72612	ostta02g00490T0
72613	ostta02g00500T0
72614	ostta02g00510T0
72615	ostta02g00520T0
72616	ostta02g00530T0
72617	ostta02g00540T0
72618	ostta02g00555T0
72619	ostta02g00562T0
72620	ostta02g00580T0
72621	ostta02g00600T0
72622	ostta02g00610T0
72623	ostta02g00630T0
72624	ostta02g00640T0
72625	ostta02g00650T0
72626	ostta02g00660T0
72627	ostta02g00670T0
72628	ostta02g00680T0
72629	ostta02g00690T0
72630	ostta02g00700T0
72631	ostta02g00710T0
72632	ostta02g00720T0
72633	ostta02g00730T0
72634	ostta02g00740T0
72635	ostta02g00750T0
72636	ostta02g00760T0
72637	ostta02g00770T0
72638	ostta02g00780T0
72639	ostta02g00790T0
72640	ostta02g00800T0
72641	ostta02g00810T0
72642	ostta02g00820T0
72643	ostta02g00840T0
72644	ostta02g00850T0
72645	ostta02g00860T0
72646	ostta02g00870T0
72647	ostta02g00880T0
72648	ostta02g00890T0
72649	ostta02g00900T0
72650	ostta02g00910T0
72651	ostta02g00920T0
72652	ostta02g00930T0
72653	ostta02g00940T0
72654	ostta02g00950T0
72655	ostta02g00960T0
72656	ostta02g00970T0
72657	ostta02g00980T0
72658	ostta02g00990T0
72659	ostta02g01010T0
72660	ostta02g01020T0
72661	ostta02g01030T0
72662	ostta02g01040T0
72663	ostta02g01050T0
72664	ostta02g01060T0
72665	ostta02g01070T0
72666	ostta02g01080T0
72667	ostta02g01090T0
72668	ostta02g01100T0
72669	ostta02g01120T0
72670	ostta02g01130T0
72671	ostta02g01140T0
72672	ostta02g01160T0
72673	ostta02g01170T0
72674	ostta02g01180T0
72675	ostta02g01190T0
72676	ostta02g01200T0
72677	ostta02g01210T0
72678	ostta02g01230T0
72679	ostta02g01240T0
72680	ostta02g01245T0
72681	ostta02g01247T0
72682	ostta02g01250T0
72683	ostta02g01260T0
72684	ostta02g01270T0
72685	ostta02g01290T0
72686	ostta02g01300T0
72687	ostta02g01310T0
72688	ostta02g01320T0
72689	ostta02g01330T0
72690	ostta02g01350T0
72691	ostta02g01360T0
72692	ostta02g01370T0
72693	ostta02g01390T0
72694	ostta02g01400T0
72695	ostta02g01410T0
72696	ostta02g01420T0
72697	ostta02g01430T0
72698	ostta02g01440T0
72699	ostta02g01460T0
72700	ostta02g01480T0
72701	ostta02g01490T0
72702	ostta02g01500T0
72703	ostta02g01510T0
72704	ostta02g01520T0
72705	ostta02g01530T0
72706	ostta02g01550T0
72707	ostta02g01560T0
72708	ostta02g01580T0
72709	ostta02g01590T0
72710	ostta02g01600T0
72711	ostta02g01610T0
72712	ostta02g01630T0
72713	ostta02g01640T0
72714	ostta02g01660T0
72715	ostta02g01670T0
72716	ostta02g01680T0
72717	ostta02g01690T0
72718	ostta02g01710T0
72719	ostta02g01720T0
72720	ostta02g01725T0
72721	ostta02g01730T0
72722	ostta02g01750T0
72723	ostta02g01770T0
72724	ostta02g01780T0
72725	ostta02g01790T0
72726	ostta02g01810T0
72727	ostta02g01820T0
72728	ostta02g01840T0
72729	ostta02g01850T0
72730	ostta02g01860T0
72731	ostta02g01870T0
72732	ostta02g01880T0
72733	ostta02g01890T0
72734	ostta02g01900T0
72735	ostta02g01910T0
72736	ostta02g01920T0
72737	ostta02g01930T0
72738	ostta02g01950T0
72739	ostta02g01960T0
72740	ostta02g01970T0
72741	ostta02g01980T0
72742	ostta02g01990T0
72743	ostta02g02000T0
72744	ostta02g02010T0
72745	ostta02g02020T0
72746	ostta02g02030T0
72747	ostta02g02050T0
72748	ostta02g02060T0
72749	ostta02g02065T0
72750	ostta02g02067T0
72751	ostta02g02070T0
72752	ostta02g02080T0
72753	ostta02g02090T0
72754	ostta02g02100T0
72755	ostta02g02110T0
72756	ostta02g02120T0
72757	ostta02g02130T0
72758	ostta02g02140T0
72759	ostta02g02150T0
72760	ostta02g02180T0
72761	ostta02g02200T0
72762	ostta02g02210T0
72763	ostta02g02240T0
72764	ostta02g02260T0
72765	ostta02g02270T0
72766	ostta02g02280T0
72767	ostta02g02290T0
72768	ostta02g02300T0
72769	ostta02g02310T0
72770	ostta02g02320T0
72771	ostta02g02330T0
72772	ostta02g02340T0
72773	ostta02g02355
72774	ostta02g02360T0
72775	ostta02g02370T0
72776	ostta02g02380T0
72777	ostta02g02400T0
72778	ostta02g02420T0
72779	ostta02g02430T0
72780	ostta02g02440T0
72781	ostta02g02450T0
72782	ostta02g02460T0
72783	ostta02g02470T0
72784	ostta02g02475T0
72785	ostta02g02477T0
72786	ostta02g02480T0
72787	ostta02g02490T0
72788	ostta02g02500T0
72789	ostta02g02510T0
72790	ostta02g02520T0
72791	ostta02g02530T0
72792	ostta02g02540T0
72793	ostta02g02550T0
72794	ostta02g02560T0
72795	ostta02g02570T0
72796	ostta02g02580T0
72797	ostta02g02600T0
72798	ostta02g02610T0
72799	ostta02g02615T0
72800	ostta02g02630T0
72801	ostta02g02650T0
72802	ostta02g02660T0
72803	ostta02g02670T0
72804	ostta02g02680T0
72805	ostta02g02700T0
72806	ostta02g02710T0
72807	ostta02g02715T0
72808	ostta02g02720T0
72809	ostta02g02730T0
72810	ostta02g02740T0
72811	ostta02g02750T0
72812	ostta02g02760T0
72813	ostta02g02770T0
72814	ostta02g02780T0
72815	ostta02g02790T0
72816	ostta02g02800T0
72817	ostta02g02810T0
72818	ostta02g02820T0
72819	ostta02g02830T0
72820	ostta02g02840T0
72821	ostta02g02850T0
72822	ostta02g02860T0
72823	ostta02g02870T0
72824	ostta02g02880T0
72825	ostta02g02890T0
72826	ostta02g02900T0
72827	ostta02g02910T0
72828	ostta02g02920T0
72829	ostta02g02930T0
72830	ostta02g02940T0
72831	ostta02g02970T0
72832	ostta02g02980T0
72833	ostta02g02990T0
72834	ostta02g03000T0
72835	ostta02g03010T0
72836	ostta02g03020T0
72837	ostta02g03030T0
72838	ostta02g03040T0
72839	ostta02g03050T0
72840	ostta02g03060T0
72841	ostta02g03070T0
72842	ostta02g03080T0
72843	ostta02g03090T0
72844	ostta02g03100T0
72845	ostta02g03110T0
72846	ostta02g03120T0
72847	ostta02g03130T0
72848	ostta02g03140T0
72849	ostta02g03150T0
72850	ostta02g03160T0
72851	ostta02g03170T0
72852	ostta02g03180T0
72853	ostta02g03190T0
72854	ostta02g03200T0
72855	ostta02g03210T0
72856	ostta02g03220T0
72857	ostta02g03230T0
72858	ostta02g03240T0
72859	ostta02g03250T0
72860	ostta02g03260T0
72861	ostta02g03270T0
72862	ostta02g03280T0
72863	ostta02g03290T0
72864	ostta02g03300T0
72865	ostta02g03310T0
72866	ostta02g03320T0
72867	ostta02g03330T0
72868	ostta02g03340T0
72869	ostta02g03350T0
72870	ostta02g03355T0
72871	ostta02g03360T0
72872	ostta02g03370T0
72873	ostta02g03380T0
72874	ostta02g03390T0
72875	ostta02g03400T0
72876	ostta02g03410T0
72877	ostta02g03420T0
72878	ostta02g03430T0
72879	ostta02g03440T0
72880	ostta02g03450T0
72881	ostta02g03460T0
72882	ostta02g03465T0
72883	ostta02g03470T0
72884	ostta02g03480T0
72885	ostta02g03490T0
72886	ostta02g03500T0
72887	ostta02g03510T0
72888	ostta02g03520T0
72889	ostta02g03530T0
72890	ostta02g03540T0
72891	ostta02g03550T0
72892	ostta02g03560T0
72893	ostta02g03570T0
72894	ostta02g03580T0
72895	ostta02g03590T0
72896	ostta02g03600T0
72897	ostta02g03610T0
72898	ostta02g03620T0
72899	ostta02g03630T0
72900	ostta02g03640T0
72901	ostta02g03650T0
72902	ostta02g03660T0
72903	ostta02g03670T0
72904	ostta02g03680T0
72905	ostta02g03690T0
72906	ostta02g03700T0
72907	ostta02g03710T0
72908	ostta02g03720T0
72909	ostta02g03730T0
72910	ostta02g03740T0
72911	ostta02g03750T0
72912	ostta02g03760T0
72913	ostta02g03770T0
72914	ostta02g03780T0
72915	ostta02g03790T0
72916	ostta02g03800T0
72917	ostta02g03810T0
72918	ostta02g03820T0
72919	ostta02g03830T0
72920	ostta02g03840T0
72921	ostta02g03850T0
72922	ostta02g03860T0
72923	ostta02g03870T0
72924	ostta02g03880T0
72925	ostta02g03890T0
72926	ostta02g03900T0
72927	ostta02g03910T0
72928	ostta02g03920T0
72929	ostta02g03930T0
72930	ostta02g03940T0
72931	ostta02g03950T0
72932	ostta02g03955T0
72933	ostta02g03957T0
72934	ostta02g03960T0
72935	ostta02g03970T0
72936	ostta02g03980T0
72937	ostta02g03990T0
72938	ostta02g04000T0
72939	ostta02g04010T0
72940	ostta02g04020T0
72941	ostta02g04030T0
72942	ostta02g04040T0
72943	ostta02g04050T0
72944	ostta02g04060T0
72945	ostta02g04070T0
72946	ostta02g04080T0
72947	ostta02g04090T0
72948	ostta02g04100T0
72949	ostta02g04110T0
72950	ostta02g04115T0
72951	ostta02g04120T0
72952	ostta02g04130T0
72953	ostta02g04140T0
72954	ostta02g04150T0
72955	ostta02g04160T0
72956	ostta02g04170T0
72957	ostta02g04180T0
72958	ostta02g04190T0
72959	ostta02g04200T0
72960	ostta02g04210T0
72961	ostta02g04220T0
72962	ostta02g04230T0
72963	ostta02g04240T0
72964	ostta02g04250T0
72965	ostta02g04260T0
72966	ostta02g04270T0
72967	ostta02g04280T0
72968	ostta02g04290T0
72969	ostta02g04300T0
72970	ostta02g04310T0
72971	ostta02g04320T0
72972	ostta02g04325T0
72973	ostta02g04330T0
72974	ostta02g04340T0
72975	ostta02g04350T0
72976	ostta02g04360T0
72977	ostta02g04390T0
72978	ostta02g04400T0
72979	ostta02g04410T0
72980	ostta02g04420T0
72981	ostta02g04430T0
72982	ostta02g04440T0
72983	ostta02g04450T0
72984	ostta02g04460T0
72985	ostta02g04470T0
72986	ostta02g04480T0
72987	ostta02g04490T0
72988	ostta02g04500T0
72989	ostta02g04510T0
72990	ostta02g04520T0
72991	ostta02g04530T0
72992	ostta02g04540T0
72993	ostta02g04550T0
72994	ostta02g04560T0
72995	ostta02g04570T0
72996	ostta02g04580T0
72997	ostta02g04590T0
72998	ostta02g04600T0
72999	ostta02g04610T0
73000	ostta02g04630T0
73001	ostta02g04620T0
73002	ostta02g04640T0
73003	ostta02g04650T0
73004	ostta02g04660T0
73005	ostta02g04670T0
73006	ostta02g04680T0
73007	ostta02g04700T0
73008	ostta02g04710T0
73009	ostta02g04720T0
73010	ostta02g04730T0
73011	ostta02g04740T0
73012	ostta02g04750T0
73013	ostta02g04760T0
73014	ostta02g04770T0
73015	ostta02g04780T0
73016	ostta02g04790T0
73017	ostta02g04800T0
73018	ostta02g04810T0
73019	ostta02g04815T0
73020	ostta02g04817T0
73021	ostta02g04820T0
73022	ostta02g04830T0
73023	ostta02g04840T0
73024	ostta02g04850T0
73025	ostta02g04860T0
73026	ostta02g04870T0
73027	ostta02g04880T0
73028	ostta02g04890T0
73029	ostta02g04900T0
73030	ostta02g04905T0
73031	ostta02g04910T0
73032	ostta02g04920T0
73033	ostta02g04930T0
73034	ostta02g04940T0
73035	ostta02g04950T0
73036	ostta02g04960T0
73037	ostta02g04970T0
73038	ostta02g04980T0
73039	ostta02g04990T0
73040	ostta02g05000T0
73041	ostta02g05010T0
73042	ostta02g05020T0
73043	ostta02g05030T0
73044	ostta02g05040T0
73045	ostta02g05050T0
73046	ostta02g05060T0
73047	ostta02g05070T0
73048	ostta02g05080T0
73049	ostta02g05090T0
73050	ostta02g05100T0
73051	ostta02g05105T0
73052	ostta02g05110T0
73053	ostta02g05115T0
73054	ostta02g05120T0
73055	ostta02g05130T0
73056	ostta02g05140T0
73057	ostta02g05150T0
73058	ostta02g05160T0
73059	ostta02g05170T0
73060	ostta02g05180T0
73061	ostta02g05190T0
73062	ostta02g05200T0
73063	ostta02g05210T0
73064	ostta02g05220T0
73065	ostta02g05225T0
73066	ostta02g05230T0
73067	ostta02g05240T0
73068	ostta02g05250T0
73069	ostta02g05260T0
73070	ostta02g05270T0
73071	ostta02g05280T0
73072	ostta02g05290T0
73073	ostta02g05300T0
73074	ostta02g05310T0
73075	ostta02g05320T0
73076	ostta02g05330T0
73077	ostta02g05340T0
73078	ostta02g05350T0
73079	ostta02g05360T0
73080	ostta02g05370T0
73081	ostta02g05380T0
73082	ostta02g05390T0
73083	ostta02g05400T0
73084	ostta02g05410T0
73085	ostta02g05420T0
73086	ostta02g05430T0
73087	ostta02g05440T0
73088	ostta02g05450T0
73089	ostta02g05460T0
73090	ostta02g05470T0
73091	ostta02g05480T0
73092	ostta02g05490T0
73093	ostta02g05500T0
73094	ostta02g05510T0
73095	ostta02g05520T0
73096	ostta02g05530T0
73097	ostta02g05540T0
73098	ostta02g05550T0
73099	ostta20g00010T0
73100	ostta20g00020T0
73101	ostta20g00030T0
73102	ostta20g00035T0
73103	ostta20g00050T0
73104	ostta20g00060T0
73105	ostta20g00070T0
73106	ostta20g00080T0
73107	ostta20g00090T0
73108	ostta20g00100T0
73109	ostta20g00110T0
73110	ostta20g00120T0
73111	ostta20g00130T0
73112	ostta20g00140T0
73113	ostta20g00150T0
73114	ostta20g00160T0
73115	ostta20g00170T0
73116	ostta20g00180T0
73117	ostta20g00190T0
73118	ostta20g00200T0
73119	ostta20g00210T0
73120	ostta20g00220T0
73121	ostta20g00230T0
73122	ostta20g00240T0
73123	ostta20g00250T0
73124	ostta20g00260T0
73125	ostta20g00270T0
73126	ostta20g00280T0
73127	ostta20g00290T0
73128	ostta20g00300T0
73129	ostta20g00310T0
73130	ostta20g00320T0
73131	ostta20g00055T0
73132	ostta20g00330T0
73133	ostta20g00340T0
73134	ostta20g00350T0
73135	ostta20g00360T0
73136	ostta20g00370T0
73137	ostta20g00380T0
73138	ostta20g00390T0
73139	ostta20g00400T0
73140	ostta20g00410T0
73141	ostta20g00420T0
73142	ostta20g00430T0
73143	ostta20g00440T0
73144	ostta20g00450T0
73145	ostta20g00460T0
73146	ostta20g00470T0
73147	ostta20g00480T0
73148	ostta20g00490T0
73149	ostta20g00500T0
73150	ostta20g00510T0
73151	ostta20g00520T0
73152	ostta20g00530T0
73153	ostta20g00540T0
73154	ostta20g00550T0
73155	ostta20g00560T0
73156	ostta20g00570T0
73157	ostta20g00580T0
73158	ostta20g00590T0
73159	ostta20g00600T0
73160	ostta20g00610T0
73161	ostta20g00620T0
73162	ostta20g00630T0
73163	ostta20g00640T0
73164	ostta20g00650T0
73165	ostta20g00660T0
73166	ostta20g00670T0
73167	ostta20g00680T0
73168	ostta20g00690T0
73169	ostta20g00695T0
73170	ostta20g00700T0
73171	ostta20g00710T0
73172	ostta20g00720T0
73173	ostta20g00730T0
73174	ostta20g00740T0
73175	ostta20g00750T0
73176	ostta20g00760T0
73177	ostta20g00770T0
73178	ostta20g00780T0
73179	ostta20g00790T0
73180	ostta20g00800T0
73181	ostta20g00810T0
73182	ostta20g00820T0
73183	ostta20g00830T0
73184	ostta20g00840T0
73185	ostta20g00850T0
73186	ostta20g00860T0
73187	ostta20g00870T0
73188	ostta20g00880T0
73189	ostta20g00890T0
73190	ostta20g00895T0
73191	ostta20g00900T0
73192	ostta20g00910T0
73193	ostta20g00920T0
73194	ostta20g00930T0
73195	ostta20g00940T0
73196	ostta20g00950T0
73197	ostta20g00960T0
73198	ostta20g00970T0
73199	ostta03g00010T0
73200	ostta03g00020T0
73201	ostta03g00030T0
73202	ostta03g00040T0
73203	ostta03g00050T0
73204	ostta03g00060T0
73205	ostta03g00070T0
73206	ostta03g00080T0
73207	ostta03g00090T0
73208	ostta03g00100T0
73209	ostta03g00110T0
73210	ostta03g00120T0
73211	ostta03g00130T0
73212	ostta03g00140T0
73213	ostta03g00150T0
73214	ostta03g00160T0
73215	ostta03g00170T0
73216	ostta03g00180T0
73217	ostta03g00190T0
73218	ostta03g00200T0
73219	ostta03g00210T0
73220	ostta03g00220T0
73221	ostta03g00230T0
73222	ostta03g00240T0
73223	ostta03g00250T0
73224	ostta03g00260T0
73225	ostta03g00270T0
73226	ostta03g00280T0
73227	ostta03g00290T0
73228	ostta03g00300T0
73229	ostta03g00310T0
73230	ostta03g00320T0
73231	ostta03g00330T0
73232	ostta03g00340T0
73233	ostta03g00350T0
73234	ostta03g00360T0
73235	ostta03g00370T0
73236	ostta03g00380T0
73237	ostta03g00390T0
73238	ostta03g00400T0
73239	ostta03g00410T0
73240	ostta03g00420T0
73241	ostta03g00430T0
73242	ostta03g00440T0
73243	ostta03g00450T0
73244	ostta03g00460T0
73245	ostta03g00470T0
73246	ostta03g00480T0
73247	ostta03g00490T0
73248	ostta03g00500T0
73249	ostta03g00510T0
73250	ostta03g00520T0
73251	ostta03g00530T0
73252	ostta03g00540T0
73253	ostta03g00550T0
73254	ostta03g00560T0
73255	ostta03g00570T0
73256	ostta03g00580T0
73257	ostta03g00590T0
73258	ostta03g00600T0
73259	ostta03g00610T0
73260	ostta03g00620T0
73261	ostta03g00630T0
73262	ostta03g00640T0
73263	ostta03g00650T0
73264	ostta03g00655T0
73265	ostta03g00660T0
73266	ostta03g00670T0
73267	ostta03g00680T0
73268	ostta03g00690T0
73269	ostta03g00700T0
73270	ostta03g00710T0
73271	ostta03g00720T0
73272	ostta03g00730T0
73273	ostta03g00740T0
73274	ostta03g00750T0
73275	ostta03g00760T0
73276	ostta03g00770T0
73277	ostta03g00780T0
73278	ostta03g00790T0
73279	ostta03g00800T0
73280	ostta03g00810T0
73281	ostta03g00820T0
73282	ostta03g00830T0
73283	ostta03g00840T0
73284	ostta03g00850T0
73285	ostta03g00860T0
73286	ostta03g00870T0
73287	ostta03g00880T0
73288	ostta03g00887T0
73289	ostta03g00890T0
73290	ostta03g00900T0
73291	ostta03g00910T0
73292	ostta03g00920T0
73293	ostta03g00930T0
73294	ostta03g00940T0
73295	ostta03g00950T0
73296	ostta03g00960T0
73297	ostta03g00970T0
73298	ostta03g00980T0
73299	ostta03g00990T0
73300	ostta03g01000T0
73301	ostta03g01010T0
73302	ostta03g01020T0
73303	ostta03g01030T0
73304	ostta03g01040T0
73305	ostta03g01050T0
73306	ostta03g01060T0
73307	ostta03g01070T0
73308	ostta03g01080T0
73309	ostta03g01090T0
73310	ostta03g01100T0
73311	ostta03g01110T0
73312	ostta03g01120T0
73313	ostta03g01130T0
73314	ostta03g01140T0
73315	ostta03g01150T0
73316	ostta03g01160T0
73317	ostta03g01170T0
73318	ostta03g01180T0
73319	ostta03g01190T0
73320	ostta03g01200T0
73321	ostta03g01210T0
73322	ostta03g01220T0
73323	ostta03g01240T0
73324	ostta03g01250T0
73325	ostta03g01260T0
73326	ostta03g01270T0
73327	ostta03g01280T0
73328	ostta03g01290T0
73329	ostta03g01300T0
73330	ostta03g01310T0
73331	ostta03g01320T0
73332	ostta03g01330T0
73333	ostta03g01340T0
73334	ostta03g01350T0
73335	ostta03g01360T0
73336	ostta03g01370T0
73337	ostta03g01380T0
73338	ostta03g01390T0
73339	ostta03g01400T0
73340	ostta03g01410T0
73341	ostta03g01420T0
73342	ostta03g01430T0
73343	ostta03g01440T0
73344	ostta03g01450T0
73345	ostta03g01460T0
73346	ostta03g01470T0
73347	ostta03g01490T0
73348	ostta03g01500T0
73349	ostta03g01510T0
73350	ostta03g01520T0
73351	ostta03g01525T0
73352	ostta03g01530T0
73353	ostta03g01540T0
73354	ostta03g01550T0
73355	ostta03g01560T0
73356	ostta03g01570T0
73357	ostta03g01580T0
73358	ostta03g01590T0
73359	ostta03g01600T0
